FP1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
-18.720784317490967,4.111568504231329,-13.838636343668053,15.566472532117743,-6.190315152972449,14.52544636961808,7.360877839999539,20.484455653577477,17.310978064846857,13.683327166666174,20.34115905524945,11.686720081262926,0.627161986805806,-13.31935694769446,-3.9146581277615233,6.473309949015128,-21.136857904131357,5.469663462154379,13.914634500940942,22.026341592206542,7.360085498586294,20.408393749682183,-2.8847669663691384,14.431282369500558,-1.7431709265870232,4.406938082835815,-10.14458457919748,24.382087758375953,5.388225123515898,2.412399544498239,2.732152343113448,0.18516686122123005
-8.951035946045998,-14.684495428722666,-5.759345672205292,16.901322411930877,-22.914530663650083,-5.6309490873012,20.9449074306862,6.342585670039707,0.18347145342205096,18.348740626332024,-4.186757394617967,-17.492605049235443,-21.53164096539385,-11.394012720982433,14.462731672905335,21.99336548460016,19.516976176968598,19.947083396673406,-0.2524711980628602,8.664343956117655,-24.411771426782142,-15.593121348557897,-1.4800104616508705,5.48482377997394,5.194569380660951,11.955112620770088,23.018818846121533,-19.48736458300194,24.449381341071017,-11.594467017101545,-18.528858987520756,-20.360806032721346
-23.28896905204144,-19.105269151926052,18.41464449369407,11.805571536122464,11.520546565599723,-2.468488001810247,-7.412261024173851,11.344490354929796,21.346340767650325,-14.438172839537122,-0.9566418201183851,7.799783524469525,-11.739988324797924,-12.46173051811753,-2.6955861904085268,18.733001175189244,0.5314539787609149,2.5233069399948462,7.189854358098209,22.16707690293441,-20.58973592721905,-9.157404228763754,-19.34931359283888,-16.141700547017567,3.9452006997058646,-16.32184136350233,3.464137392567256,18.01608390071428,-14.438538321770139,20.732779757539582,-23.191461461559193,17.179604619043687
22.39864663509713,-5.042770859935185,-7.860944933524301,-10.103698226467866,-8.69427246886551,24.921909435062553,4.504638777744713,-11.299477728271407,-21.933592270853737,1.1383076650701334,-13.95375091008514,-5.626782439210871,7.787538008908243,-9.827605787362554,-19.48246619576817,-18.489605504370576,24.97605980362573,19.734545476925106,10.79919566483197,-2.123562684744261,-16.549443795871827,-7.89664483323314,-12.286586112712449,-5.433589057446692,-14.978474202850089,-8.098068793432418,-11.693506872880677,-1.2969027830533655,1.485197817872617,17.149611093828348,10.222455722490587,24.99193471407493
1.7382331839075178,-6.73001897314408,-24.530234536311657,16.374564111624764,-13.357712025659657,-14.158583947182462,21.46966661572688,-20.619976903703492,-3.667926168043138,-0.21474661745012824,-22.979253464720127,1.0534367823048107,-11.5903415238942,2.4180428031435888,16.917309165353807,15.030327965309212,-5.077064561551463,-20.402768968400476,17.707859321737523,-21.54945870915524,2.8387632541590158,18.031235259930426,-10.831233544570617,9.41045894233978,12.329995689642708,2.0860007253121964,-22.47608046994284,10.130295160863831,-17.57973970746441,24.332356823566784,20.987033435750945,23.937906509339932
11.831513168271606,-2.3214169626570573,13.819212668743255,-11.560332534601796,-3.909162159098127,-11.736439504514657,-4.080228997072528,-16.01586600333324,18.69020637724786,10.459271116413845,-7.868951809581276,-8.077887623524017,-12.957258962410101,20.114763646708674,10.705299442850546,21.31916276575683,-19.669427777289407,-7.029980391961814,6.663075854542583,-1.0238288705869962,-21.66200145591285,11.319906114646038,-18.57801604801913,-3.370074374754097,-13.794175836261068,-4.549656493149307,22.713271352917545,21.592738866636097,6.398046349489295,23.262181847776503,-12.218381647235727,-21.523977521719384
24.175403074249985,-16.984462796724753,5.1702421447607065,7.3273516428156995,4.103497563807075,11.719445427928243,-3.7559916119081826,-16.239286811854004,-5.117165682897095,19.421549369351467,-19.90499711768583,-3.3173620312676064,-20.66500717855385,12.714322280834416,-7.6420842374737,16.716448742983005,-16.470478739540805,-11.297202423533298,-11.858137752098752,8.468550340291621,-19.556440809070796,22.985432308173493,13.437354756619008,-14.850573693945634,-0.8383727062726223,-13.402319338578323,1.4502882714062864,5.783057188840406,23.400759378134858,-21.59803780593443,-24.545516447532734,12.58572520495214
-12.500676949540313,21.353114934329085,17.33647684178188,16.746948414689705,-22.74074907188468,15.452578091603833,-13.972649370770368,8.639004020181197,-4.313040096267244,-12.665423666941638,19.21714714265243,10.898665781518346,24.219432249528175,-7.419443811422894,15.92778153497931,-17.577095891036276,-1.116628980579783,-11.628548741506323,-20.401175966843414,16.474086781142518,-15.829617233115018,-24.409334132597987,-6.883857340135062,-12.306058737029153,16.650607513162527,-3.4853231484100924,-4.2986264427961665,-15.117682248556457,-5.456921571681516,15.190017570534025,-3.034774126644251,-17.0282966137191
9.01961474572009,-19.546505816119755,-23.770519179992373,13.978449994836168,23.9348795126212,-23.249564206012487,-7.938901162554373,-1.9861400338568878,-21.119594440290403,12.400927936211744,22.798649623025575,12.558506367691976,-7.52206303082097,18.983296313774602,20.428069156220204,10.764692839438496,-21.364014572820892,-24.0844504202773,-7.737587597545627,-16.42156669978197,20.474859017249827,-24.775262735702842,21.57529505075003,-3.2423539275655173,20.159406719195353,-4.583990339352823,8.657747362086567,9.832419715807426,6.579436314505628,-24.495803197318466,-2.2161531012302547,-15.261115099094535
11.300136883756316,-11.346004815729877,-6.328986446747738,-4.275825894592302,-23.915371505593846,12.704973430464491,19.0967115734248,-2.798170033247338,3.955495728001523,-10.7682488066011,6.40524486232697,-2.633118264314966,-3.692915877666092,-23.451519355106456,10.987420505901603,-19.46597165492757,6.364822916049846,20.09149997960091,-15.813852308432674,5.147032473349398,11.15096396933616,-11.042207294362932,-1.5441610041913698,8.85921951711778,-1.9105582239004164,14.840986237371581,-20.52055446507334,-7.381458834704418,6.226413063178143,16.432590111507587,-19.492168595584285,-7.1836856769815824
